chat_id,source,sender,receiver,timestamp,message,direction,comm_type,sender_resolved,receiver_resolved
TG_Alpha_Updates,Telegram,USER_SELF,alpha_updates,2025-11-13 22:51:33+00:00,Copy,outbound,telegram,user_self,alpha_updates
TG_Rania,Telegram,rania,USER_SELF,2025-11-13 21:30:26+00:00,Did you see the notes I added to today's summary?,inbound,telegram,rania,user_self
TG_Rania,Telegram,USER_SELF,rania,2025-11-13 21:31:38+00:00,Yes,outbound,telegram,user_self,rania
TG_Rania,Telegram,rania,USER_SELF,2025-11-13 21:32:06+00:00,Let's finalize by Thursday,inbound,telegram,rania,user_self
TG_Rania,Telegram,rania,USER_SELF,2025-11-13 22:26:36+00:00,"Also, for the documents we discussed, try not to send it over the company channel",inbound,telegram,rania,user_self
TG_Rania,Telegram,USER_SELF,rania,2025-11-13 22:27:29+00:00,Alright,outbound,telegram,user_self,rania
TG_Rania,Telegram,rania,USER_SELF,2025-11-13 22:40:18+00:00,"Before we share the weekly update, let's keep the preliminary results internal",inbound,telegram,rania,user_self
TG_Rania,Telegram,USER_SELF,rania,2025-11-13 22:40:38+00:00,Agreed,outbound,telegram,user_self,rania
TG_Rania,Telegram,rania,USER_SELF,2025-11-13 23:04:21+00:00,Let's only use the version from last night for the early briefing,inbound,telegram,rania,user_self
TG_Rania,Telegram,USER_SELF,rania,2025-11-13 23:04:37+00:00,Got it,outbound,telegram,user_self,rania
TG_Rania,Telegram,rania,USER_SELF,2025-11-13 23:05:03+00:00,No,inbound,telegram,rania,user_self
TG_Samir,Telegram,USER_SELF,samir,2025-11-13 21:07:36+00:00,Here you go,outbound,telegram,user_self,samir
TG_Samir,Telegram,samir,USER_SELF,2025-11-13 21:20:37+00:00,Thank you,inbound,telegram,samir,user_self
TG_Samir,Telegram,samir,USER_SELF,2025-11-13 22:24:48+00:00,Don't upload the older diagrams to the shared drive yet,inbound,telegram,samir,user_self
TG_Samir,Telegram,USER_SELF,samir,2025-11-13 22:25:26+00:00,Okay...,outbound,telegram,user_self,samir
TG_Samir,Telegram,samir,USER_SELF,2025-11-13 22:48:20+00:00,Got it,inbound,telegram,samir,user_self
TG_Samir,Telegram,USER_SELF,samir,2025-11-13 22:48:40+00:00,No idea why it shows that,outbound,telegram,user_self,samir
TG_Samir,Telegram,samir,USER_SELF,2025-11-13 22:59:42+00:00,Can you double check your spreadsheet? It shows entries duplicated,inbound,telegram,samir,user_self
TG_Samir,Telegram,USER_SELF,samir,2025-11-13 23:00:05+00:00,That's weird,outbound,telegram,user_self,samir
TG_Samir,Telegram,samir,USER_SELF,2025-11-13 23:00:18+00:00,I'll send a screenshot tomorrow,inbound,telegram,samir,user_self
TG_Samir,Telegram,samir,USER_SELF,2025-11-13 23:11:51+00:00,Final question: which file should we publish internally?,inbound,telegram,samir,user_self
TG_Samir,Telegram,USER_SELF,samir,2025-11-13 23:12:23+00:00,Use v2_approved,outbound,telegram,user_self,samir
CALL_LOG,PhoneCall,USER_SELF,tel70012859,2025-11-13 23:09:25+00:00,Call Duration: 00:00:27,outgoing,call,user_self,tel70012859
CALL_LOG,PhoneCall,USER_SELF,namesamirtel81924233namematchedsamir,2025-11-13 23:08:16+00:00,Call Duration: 00:00:35,outgoing,call,user_self,namesamirtel81924233namematchedsamir
CALL_LOG,PhoneCall,namenadiatel71130176namematchednadia,USER_SELF,2025-11-13 23:07:25+00:00,Call Duration: 00:00:39,incoming,call,namenadiatel71130176namematchednadia,user_self
CALL_LOG,PhoneCall,nameraniatel71277706namematchedrania,USER_SELF,2025-11-14 02:58:06+00:00,Call Duration: 00:00:47,incoming,call,nameraniatel71277706namematchedrania,user_self
CALL_LOG,PhoneCall,USER_SELF,namesamirtel81924233namematchedsamir,2025-11-14 02:56:25+00:00,Call Duration: 00:01:05,outgoing,call,user_self,namesamirtel81924233namematchedsamir
CALL_LOG,PhoneCall,USER_SELF,tel70012859,2025-11-14 02:55:31+00:00,Call Duration: 00:00:19,outgoing,call,user_self,tel70012859
CALL_LOG,PhoneCall,USER_SELF,namenadiatel71130176namematchednadia,2025-11-14 02:53:23+00:00,Call Duration: 00:01:07,outgoing,call,user_self,namenadiatel71130176namematchednadia
CALL_LOG,PhoneCall,namenadiatel71130176namematchednadia,USER_SELF,2025-11-14 01:51:34+00:00,Call Duration: 00:01:10,incoming,call,namenadiatel71130176namematchednadia,user_self
CALL_LOG,PhoneCall,USER_SELF,tel70012859,2025-11-14 01:50:09+00:00,Call Duration: 00:00:26,outgoing,call,user_self,tel70012859
CALL_LOG,PhoneCall,namesamirtel81924233namematchedsamir,USER_SELF,2025-11-14 01:48:02+00:00,Call Duration: 00:01:05,incoming,call,namesamirtel81924233namematchedsamir,user_self
CALL_LOG,PhoneCall,namesamirtel81924233namematchedsamir,USER_SELF,2025-11-14 01:46:16+00:00,Call Duration: nan,incoming,call,namesamirtel81924233namematchedsamir,user_self
CALL_LOG,PhoneCall,tel00966597942174,USER_SELF,2025-11-10 09:06:44+00:00,Call Duration: 00:00:22,incoming,call,tel00966597942174,user_self
CALL_LOG,PhoneCall,tel0043142409870411,USER_SELF,2025-11-10 08:59:20+00:00,Call Duration: 00:00:00,incoming,call,tel0043142409870411,user_self
CALL_LOG,PhoneCall,USER_SELF,namemicheltel81609004namematchedmichel,2025-11-10 08:57:56+00:00,Call Duration: 00:00:00,outgoing,call,user_self,namemicheltel81609004namematchedmichel
SYS_MSG,SystemMessage,USER_SELF,tel+96171130176namematchednadia,2025-11-13 23:06:32+00:00,On it,outgoing,system_message,user_self,tel+96171130176namematchednadia
SYS_MSG,SystemMessage,tel+96171130176namematchednadia,USER_SELF,2025-11-13 23:06:23+00:00,Meeting at 4pm,incoming,system_message,tel+96171130176namematchednadia,user_self
SYS_MSG,SystemMessage,tel+96181924233namematchedsamir,USER_SELF,2025-11-14 02:53:14+00:00,"The one named rev_final2
Make sure not to use rev2_final, old numbers",incoming,system_message,tel+96181924233namematchedsamir,user_self
SYS_MSG,SystemMessage,USER_SELF,tel+96181924233namematchedsamir,2025-11-14 02:52:11+00:00,"Samir,
Which version did you edit earlier?",outgoing,system_message,user_self,tel+96181924233namematchedsamir
SYS_MSG,SystemMessage,tel+96181924233namematchedsamir,USER_SELF,2025-11-14 01:31:10+00:00,Okay I will join,incoming,system_message,tel+96181924233namematchedsamir,user_self
SYS_MSG,SystemMessage,USER_SELF,tel+96181924233namematchedsamir,2025-11-14 01:27:56+00:00,"Meeting rescheduled to 7pm, online",outgoing,system_message,user_self,tel+96181924233namematchedsamir
SYS_MSG,SystemMessage,telmicrosoft,USER_SELF,2025-11-14 01:03:11+00:00,استخدام 697550 كرمز إعادة تعيين كلمة مرور حساب Microsoft,incoming,system_message,telmicrosoft,user_self
SYS_MSG,SystemMessage,teltouch,USER_SELF,2025-11-09 23:59:16+00:00,"Dear customer, 10 validity days were transferred to your line validity balance from mobile number 81807484. Your new line validity date is 2025-12-09.",incoming,system_message,teltouch,user_self
SYS_MSG,SystemMessage,teltouch,USER_SELF,2025-11-09 23:59:12+00:00,"Dear customer, 10 validity days were transferred to your line validity balance from mobile number 81833201. Your new line validity date is 2025-11-29.",incoming,system_message,teltouch,user_self
SYS_MSG,SystemMessage,teltouch,USER_SELF,2025-11-09 09:15:07+00:00,"Dear customer, your line validity will expire today.  You can now extend your line validity with the new ""Emergency Validity"" service! Send an SMS to 1177 with ""EV5"" and get 5 extra days of validity ($1.1).",incoming,system_message,teltouch,user_self
SYS_MSG,SystemMessage,telmot,USER_SELF,2025-11-08 17:38:53+00:00,عزيزي المشترك، إن جهازك Samsung Galaxy J6+ ورقم هويته IMEI هو 359992096281998 قد تم استعماله من قبل,incoming,system_message,telmot,user_self
SYS_MSG,SystemMessage,telmot,USER_SELF,2025-11-08 17:38:43+00:00,"Dear Subscriber, this Samsung Galaxy J6+ with IMEI 359992096281998 was used before",incoming,system_message,telmot,user_self
SYS_MSG,SystemMessage,teltouch,USER_SELF,2025-11-08 17:36:51+00:00,"عزيزي المشترك، سوف تنتهي صلاحية خطك قريباً. يمكنك الآن تمديد هذه الصلاحية مع خدمة Emergency Validity الجديدة! أرسل رسالة قصيرة SMS على 1177 تتضمن ""EV3"" واحصل على 3 ايام اضافية (0.67$).",incoming,system_message,teltouch,user_self
